"BehaviorSpace results (NetLogo 6.2.0)"
"Sugarscape 1 Immediate Growback.nlogo"
"experiment"
"02/18/2021 22:19:36:257 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","1","1","1","1","1","1","1","2","2","2","2","2","2","2","3","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","6","6","6","6","7","7","7","7","7","7","7","8","8","8","8","8","8","8","9","9","9","9","9","9","9","10","10","10","10","10","10","10","11","11","11","11","11","11","11","12","12","12","12","12","12","12","13","13","13","13","13","13","13","14","14","14","14","14","14","14","15","15","15","15","15","15","15","16","16","16","16","16","16","16","17","17","17","17","17","17","17","18","18","18","18","18","18","18","19","19","19","19","19","19","19","20","20","20","20","20","20","20","21","21","21","21","21","21","21","22","22","22","22","22","22","22","23","23","23","23","23","23","23","24","24","24","24","24","24","24","25","25","25","25","25","25","25","26","26","26","26","26","26","26","27","27","27","27","27","27","27","28","28","28","28","28","28","28","29","29","29","29","29","29","29","30","30","30","30","30","30","30"
"visualization","no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,,"no-visualization",,,,,,
"initial-population","100",,,,,,,"100",,,,,,,"100",,,,,,,"100",,,,,,,"100",,,,,,,"200",,,,,,,"200",,,,,,,"200",,,,,,,"200",,,,,,,"200",,,,,,,"300",,,,,,,"300",,,,,,,"300",,,,,,,"300",,,,,,,"300",,,,,,,"400",,,,,,,"400",,,,,,,"400",,,,,,,"400",,,,,,,"400",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"600",,,,,,,"600",,,,,,,"600",,,,,,,"600",,,,,,,"600",,,,,,
"[steps]","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000"

"[initial & final values]","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth","count turtles","count turtles - count the-poor - count the-rich","count the-poor","count the-rich","avg-normal-wealth","avg-poor-wealth","avg-rich-wealth"
,"76","42","7","27","1037.5714285714287","301.42857142857144","1346.962962962963","58","30","4","24","1049.8333333333333","266","1680.3333333333333","73","35","10","28","728.1142857142858","214.7","1693.2857142857142","65","34","4","27","720.3529411764706","267.75","1532.2592592592594","63","36","7","20","1015.1666666666666","300.57142857142856","1614.3","113","55","10","48","796.8363636363637","315.9","1869.7916666666667","117","63","12","42","871.3968253968254","182","1680.8809523809523","137","71","12","54","717.9295774647887","184.41666666666666","1514.7222222222222","129","75","13","41","801.56","400.7692307692308","1650.1951219512196","146","71","17","58","774.1830985915493","190.05882352941177","1393.1379310344828","191","96","20","75","1067.3125","214.65","1615.0533333333333","190","103","22","65","907.8349514563107","240.6818181818182","1431.4153846153847","206","113","19","74","740.4070796460177","329.6842105263158","1271.081081081081","174","80","27","67","764.8","163.25925925925927","1730.1641791044776","184","89","18","77","777.7528089887641","125.05555555555556","1533.974025974026","233","128","20","85","804.65625","366.65","1461.7411764705882","251","132","27","92","765.5681818181819","127.11111111111111","1503.3369565217392","263","118","28","117","802.9067796610169","194.67857142857142","1482.854700854701","265","137","31","97","802.8905109489051","209.38709677419354","1683.8247422680413","256","136","29","91","881.2794117647059","324.9655172413793","1598.131868131868","321","163","36","122","836.1042944785277","127.44444444444444","1480.622950819672","317","171","32","114","833.6374269005848","202.84375","1566.8859649122808","303","152","37","114","817.5131578947369","338.6216216216216","1612.622807017544","315","164","38","113","892.5548780487804","148.55263157894737","1510.1238938053098","310","171","29","110","780.4502923976609","323.6551724137931","1596.4818181818182","379","206","39","134","728.4757281553398","272.7692307692308","1559.358208955224","376","197","41","138","664.4365482233502","186.390243902439","1456.7101449275362","371","191","40","140","842","239.3","1570.9714285714285","387","209","43","135","755.4593301435407","272.04651162790697","1481.4444444444443","373","205","37","131","858.780487804878","285.86486486486484","1350.8702290076335"
